Composite.Element.REF	P01_Pri	P01_Rec	P02_Pri	P02_Rec	P04_Pri	P04_Rec1	P04_Rec2	P04_Rec3	P05_Pri	P05_Rec	P06_Pri	P06_Rec	P07_Pri	P07_Rec	P08_Pri	P08_Rec	P09_Pri	P09_Rec	P10_Pri	P10_Rec	P11_Pri	P11_Rec	P12_Pri	P12_Rec	P13_Pri	P13_Rec	P15_Pri	P15_Rec	P16_Pri	P16_Rec	P17_Pri_A	P17_Pri_B	P17_Pri_C	P17_Rec1_A	P17_Rec1_B	P17_Rec1_C	P17_Rec1_D	P18_Pri_A	P18_Pri_B	P18_Pri_C	P18_Pri_D	P18_Rec	P21_Pri	P21_Rec	P24_Pri	P24_Rec1	P24_Rec2	P25_Pri	P25_Rec	P26_Pri_A	P26_Pri_B	P26_Rec1_A	P26_Rec1_B	P27_Pri_A	P27_Pri_B	P27_Rec1_A	P27_Rec1_B	P28_Pri	P28_Rec	P29_Pri	P29_Rec
GSK3A GSK3B|GSK3_pS9	0.528	1.0485	0.5579	-1.2187	0.7001	-1.2474	2.0159	1.5702	0.6689	-0.0094	-0.7836	-0.1977	0.7789	1.3143	1.04	-0.6324	0.0092	-0.2461	0.092	0.9486	-0.2307	0.9271	-0.7051	0.5803	0.0597	-0.5604	-2.1278	-0.5221	0.1227	0.291	-0.3333	-0.5137	0.128	0.7607	-0.5876	0.0254	-0.2238	0.3666	0.5372	1.095	0.0777	0.1385	-0.0042	-0.2867	0.3859	0.2918	0.345	-0.0824	0.1334	-0.2506	0.0031	0.7983	0.92	-0.1858	-1.3945	-0.3022	0.9498	0.4828	1.0658	0.3404	-0.7371
GAB2|Gab2	-1.0499	-0.1804	2.0144	-1.9057	-0.0267	-2.8804	-0.4833	-0.2946	-1.6855	-0.7808	-0.7067	0.1695	0.8697	-0.856	2.7689	-1.3074	0.1379	0.932	-0.0862	1.3062	0.7953	2.0725	0.0618	-2.4765	-1.1036	-0.3015	2.2139	-1.4553	0.7538	-0.1603	-0.4902	1.6165	-0.2914	0.6409	0.0459	-0.6336	0.6593	-1.4138	0.0376	1.0062	0.1075	0.5137	0.3468	0.9144	0.9086	-4.4352	-0.4237	-1.3227	0.5853	0.9687	0.8549	-0.9761	-0.4437	-1.812	-1.3392	-0.9324	0.0735	-0.8594	0.4801	-0.039	-0.2412
ERBB2|HER2	-0.7695	-0.8543	-0.8131	0.4217	0.0985	0.1881	-0.32	0.1136	5.1028	2.4627	2.8275	0.198	-0.714	-0.0737	0.0305	0.1457	-0.1349	-0.7196	-0.2242	-0.1417	0.326	-0.4863	0.4635	-0.3249	1.5827	0.333	-0.6239	0.2488	-0.6788	-0.2543	-0.2858	-0.8216	-0.4978	-0.8094	0.3102	-1.8288	0.0599	0.1397	-0.4943	-0.3234	0.0209	0.2174	0.0516	-0.9179	-0.3486	-0.884	-0.4376	-0.41	-0.3476	0.8701	0.8096	-0.8468	-1.0963	-0.4626	0.2428	-1.1131	0.0629	-0.09	-0.3983	-0.1327	4.1417
ERBB2|HER2_pY1248	0.3652	-0.5585	0.1549	0.1246	-0.1795	-0.2003	1.3291	0.1029	0.466	0.4163	5.1911	-0.2241	0.3316	0.3194	-0.0231	-0.2871	-0.3688	-0.5771	-0.315	0.5671	-0.1188	-0.1559	-0.2105	-0.2001	0.5269	-0.3676	-0.5107	-0.1138	-0.328	-0.2717	-0.2678	-0.5561	-0.5295	-0.6569	-0.3511	-0.4922	0.4507	0.0394	-0.2974	-0.2341	-0.0728	0.0338	0.0331	-0.0416	-0.2948	-0.0987	-0.028	-0.0821	-0.2351	-0.2466	-0.5488	-0.4971	-0.4002	-0.6349	-0.4284	-0.0879	-0.1573	-0.0822	-0.2419	-0.0777	1.0166
ERBB3|HER3	0.337	-0.1164	-0.2623	0.1058	-0.0862	0.693	0.9013	-0.1708	-0.5261	-0.5253	-1.1628	-0.919	-1.1856	0.7301	-0.6428	-0.1945	0.1164	-0.3043	-0.7029	0.6248	-0.5587	-0.2202	0.335	0.1564	0.2781	0.7121	0.2331	1.0788	-0.5065	0.343	0.4468	-0.3425	0.1525	0.0453	0.1714	10.1797	-0.1271	3.1662	-0.3739	0.6383	-0.4836	0.1002	-0.2354	0.7191	-0.4497	1.4084	-0.7799	-1.0927	-1.1434	-1.4811	0.0301	0.1966	0.0063	0.0077	0.9239	0.5488	-0.4068	-0.1418	-1.295	-0.1762	-0.8657
ERBB3|HER3_pY1289	0.1807	-0.2579	0.1147	-0.7864	2.7533	-1.1175	2.0181	0.3698	-1.7971	-0.4503	-0.7691	-0.6254	-0.0576	1.5393	1.184	-0.2629	0.7266	-0.6847	1.1191	0.6399	-0.2906	0.4941	-0.2295	0.3516	-0.9825	-0.2562	-0.6944	-1.0343	-0.1317	-0.31	0.6561	-0.4295	-1.6211	2.0036	-0.903	0.3093	-0.142	-0.5616	0.0385	1.2667	-0.5853	1.5481	-0.7218	0.7078	-0.4178	0.8761	-0.2625	-0.5453	-0.2703	-1.1689	-0.0313	0.4088	-0.9765	-0.1181	-0.4462	-0.7352	0.7415	-0.1802	-0.6666	-0.1989	-0.8045
HSPA1A|HSP70	-0.1752	-0.7662	0.2756	-0.9974	-0.0725	0.1594	0.297	2.7254	-1.127	0.1453	2.1905	-0.2336	0.2685	-0.0423	-1.3775	0.4756	0.6106	0.5287	0.1316	0.3527	-0.3639	-0.7538	-0.7147	-0.2171	-0.9128	2.9391	-0.6868	-0.9731	-0.7429	-0.3508	-0.2719	-0.8489	-0.5529	0.3741	-0.8344	2.1404	-0.7754	-0.0826	-0.0756	-0.2637	-0.3552	-0.7996	-0.4725	-0.7405	-0.3857	0.4924	-0.3043	-0.5171	-0.6483	-0.5482	0.0875	0.0507	0.9655	-1.1706	-0.1434	2.5164	-0.4856	-0.491	1.0112	-0.3318	-0.0864
NRG1|Heregulin	1.3849	-0.9368	-1.3618	1.6539	-0.7852	0.6692	-0.5954	-1.5672	0.1369	-1.1246	-2.364	-1.6793	-2.0278	-0.0469	-0.8099	0.3578	1.692	-1.0914	-0.43	-0.0798	-0.697	-1.334	0.7861	2.0749	0.6454	0.0303	-0.3322	1.1179	0.8733	-0.3648	-0.1206	-0.2096	1.9445	-1.6684	0.4429	1.6965	0.5044	0.7861	0.141	0.1032	0.4336	-0.5966	-0.2377	0.5003	-0.12	1.9905	1.3569	-0.2035	0.125	0.1576	-1.1256	0.6772	-1.6293	0.8842	0.3286	0.0962	0.0115	0.0919	-0.899	-0.4266	-1.6207
IGFBP2|IGFBP2	-1.1346	-0.8228	-0.6356	-1.1619	-0.3554	-1.2469	-1.0181	-0.2185	0.273	-0.1314	2.1653	0.5384	-0.5609	-0.9118	-0.0575	-0.3349	1.0192	-1.2467	0.0294	-0.7351	-0.7645	0.5375	-0.0656	-0.6727	-1.0846	0.3758	-0.2251	-1.0698	0.5155	-1.2579	-1.2092	-0.7243	-0.9374	-0.9231	-0.8416	0.569	0.5431	-0.0908	-0.5882	-0.2659	-0.1963	-0.6183	-0.4401	0.426	-0.1161	0.1698	0.4756	-0.3762	-0.5068	1.399	0.6481	-1.5051	-1.6154	-0.1707	-0.642	-0.5593	-0.4455	-0.0744	-0.7444	-0.3545	-0.5431
INPP4B|INPP4B	-2.1325	-0.0613	-0.4334	-0.7805	-0.0113	0.957	-0.7164	-0.6354	-0.4857	-1.1168	-2.0114	-0.0855	-1.2971	-0.1865	1.7288	-0.0172	1.7878	0.0427	0.2461	0.18	0.1173	-0.4247	1.1154	-0.7452	2.028	0.1611	1.4978	0.6893	1.6027	0.1952	-0.155	-0.0765	-0.6737	-1.2534	0.6482	-0.0266	0.6312	0.1504	0.0344	0.0925	-0.0366	-0.0635	0.1253	0.1588	-0.3347	0.2592	0.9797	-0.199	-0.1429	-0.0265	-1.394	-1.1645	-1.2295	0.2781	0.4786	-0.1787	-0.4714	0.3226	-0.3347	0.4254	-1.0376
IRS1|IRS1	-0.2016	-1.2429	-1.1056	-1.0456	-0.5093	-0.7066	0.5268	-0.7312	0.2957	-3.4402	-2.2661	-2.0449	-1.0906	1.0876	3.5179	-0.8466	0.9878	-1.6883	0.5103	0.5639	-0.3002	0.111	1.7765	-0.5514	1.2776	0.991	0.1813	0.66	0.3973	-0.3559	-1.1622	-1.0657	1.8966	1.2013	-0.6138	0.1348	0.9775	0.021	-0.4727	0.4865	-0.1555	1.3049	-0.2692	0.5413	0.1103	0.4889	0.4817	-0.5579	-0.1745	0.0691	1.1638	1.0684	-1.0171	-1.222	-0.1309	0.0936	0.5272	-0.2182	0.0827	0.335	-1.9756
COPS5|JAB1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.6531	0.2392	1.7917	-0.4016	0.0298	1.2534	-0.033	0.3351	-0.3868	0.1656	0.242	1.3069	0.7433	0.4339	-0.3952	NA	NA	NA	NA	NA	-0.9143	-0.2058	1.097	-0.7146	0.6265	NA
MAPK9|JNK2	-1.9389	0.1282	-0.4528	-2.1341	-0.4802	-2.5805	-0.9088	0.1281	-2.3564	0.2297	0.3366	-0.4083	-0.3026	-2.0152	0.7509	-0.2285	2.315	-0.5965	0.1279	-0.2166	-0.0528	-0.1581	1.1713	-0.918	-0.8837	-0.2018	0.6526	-1.5879	1.4703	-0.8462	-1.2006	-0.3688	-0.177	2.3829	-0.9107	-0.7442	0.9049	-0.0639	-0.5463	0.0731	-0.3145	-0.5842	-0.051	1.0917	0.0741	-3.0528	-0.2077	-0.1806	-0.3951	-0.267	-1.6042	-1.3003	-0.8398	-0.9751	-1.5149	-0.8375	-0.3059	-0.5491	0.092	-0.1067	0.9769
MAPK8|JNK_pT183_pT185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1867	-0.3843	-0.2501	-0.035	0.7589	-0.4847	0.219	-0.3516	-0.1624	-0.6138	1.6366	0.0254	0.7988	1.4699	-0.6082	NA	NA	NA	NA	NA	-0.5407	0.1912	-0.8479	0.2814	0.1349	NA
MAPK8|JNK_pT183_pY185	0.5216	0.719	0.0293	-0.4541	0.3017	-0.8604	-1.3264	-1.2201	-0.9483	-1.1456	-0.4018	0.5881	-0.8556	-0.8331	1.2883	0.4891	0.3037	0.3824	0.0261	-0.0235	-0.6221	0.638	0.4309	0.1419	-0.9303	0.0425	-0.3743	-0.3674	0.6735	-0.3737	-0.119	-0.0618	0.6367	0.0825	0.1514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.6176	-0.8786	-0.6465	-0.1144	-0.6004	NA	NA	NA	NA	NA	-0.9582
XRCC5|Ku80	-0.1392	0.7112	0.5329	-0.9932	1.2264	-0.1393	0.7945	-0.0579	0.1334	0.8758	-0.4416	0.5371	1.7402	1.3251	-3.6545	-0.5133	-1.0965	-1.0792	0.477	0.7697	-0.657	1.4625	-0.2716	1.1243	0.1388	0.4069	1.4431	-0.375	-0.7484	0.3086	0.6081	0.5711	0.0811	2.9513	-0.2905	-0.6489	-1.8561	-1.536	0.9214	0.6864	-0.1706	0.1252	-1.015	0.3549	0.2575	-1.0536	-2.0202	-0.0793	-0.2638	-9e-04	1.4459	1.4937	1.1408	-0.2421	1.0089	0.0107	0.2445	-0.1788	0.6418	-0.1128	0.5862
STK11|LKB1	-1.0553	-0.392	-0.9367	0.6979	-0.0588	-0.9214	-1.4223	-0.595	-0.4376	1.3468	1.6893	-1.1902	-0.8985	-1.0913	4.258	-0.9782	1.598	-0.2865	-0.647	-1.2771	-1.3263	-1.1882	-0.5234	0.131	-1.4307	-0.6551	1.132	-1.4619	1.2105	-0.7686	-0.6488	0.2205	-0.4377	-0.5898	0.1934	1.4895	1.3815	-1.1533	0.1512	-0.1613	-0.955	0.1223	0.529	0.1175	0.2082	1.3915	0.4307	-1.0172	0.2327	1.0103	-1.7247	0.0372	-0.7672	-0.0415	-0.8457	0.7246	-0.4326	-0.4167	0.0941	-0.3187	-0.4226
LCK|Lck	5.4218	1.3023	-0.488	0.2116	-0.7668	-0.615	-1.8144	-0.2642	0.5118	-0.1585	-0.0399	0.5379	0.6315	-0.9786	-2.0079	-1.4821	0.7697	-0.2419	-0.4556	-0.8844	-0.7294	-1.2038	-1.5451	-1.6949	-1.8232	-0.621	-1.3137	0.3256	1.4746	-0.5766	-1.5312	-1.0925	-0.4578	-0.6665	-0.2609	0.1743	-1.1143	-0.4882	-0.2403	-0.7795	-0.4891	-0.2078	-0.9887	-0.7062	-0.3548	-0.4812	0.0682	-0.0174	-0.2591	0.2345	-0.9173	-1.1162	1.1655	-1.1083	-0.227	0.1275	0.4136	-0.8166	-0.4186	-0.3025	0.6948
MAPK1 MAPK3|MAPK_pT202_Y204	2.1447	-1.7471	-0.5405	0.7897	-0.5846	-0.1912	-0.5088	-0.9258	1.4436	-1.4139	-0.3107	0.1086	1.0594	0.2306	-1.5889	0.2981	-2.5001	1.8181	-0.4139	0.3804	0.2809	-0.6098	-0.4379	1.5764	-0.0243	-0.3884	-2.1742	0.7101	1.3437	1.3056	0.614	-0.0333	2.14	-0.0371	-0.0216	0.1596	-1.0811	0.1547	0.4439	0.0563	0.8581	0.404	0.3258	-0.7249	0.2042	-0.028	-0.3365	1.8953	1.9789	0.2073	1.1486	1.2643	1.3172	0.7683	-0.2981	-0.323	1.8208	-0.1215	1.6702	-0.1097	-0.1185
MAP2K1|MEK1	-0.7746	0.4027	-0.09	0.207	-0.2665	-0.2826	-1.5668	-1.2088	-0.8099	-0.9847	-0.9337	0.0563	-0.9085	-1.183	3.1604	-0.3535	1.7272	-1.0315	0.3201	-0.9724	-0.3172	-0.227	0.322	-0.8268	-0.7762	-0.3874	0.7843	-0.9979	1.5098	-1.0256	-1.3005	0.5698	-0.0892	-1.2551	-0.0254	0.8809	1.7766	-0.2525	-0.131	0.2115	-0.7348	0.1172	0.3868	1.3154	0.0381	-1.3439	0.3935	-0.4968	-0.3529	0.8602	-0.7984	-1.1408	-0.987	0.9356	-0.5993	-0.6209	-0.544	-0.8214	0.091	-0.4538	-1.0626
MAP2K1|MEK1_pS217_S221	2.127	-0.6542	-0.26	0.5607	0.2716	0.544	0.4651	0.2159	2.8334	-1.3158	-1.6726	0.6021	-0.1249	0.7448	-0.6409	-0.9375	-0.4487	0.0904	-0.5441	-0.7295	-1.1868	0.3613	-0.4004	1.3796	-0.9994	-0.4731	-2.219	0.1772	0.7283	-0.5194	-0.0916	-0.3115	1.4546	0.7969	0.2431	1.4811	-0.2539	-0.2523	-0.2663	-0.3736	-0.5462	-0.2109	-0.3913	0.1716	-0.3391	1.4421	0.2869	0.25	-0.1826	-0.1476	4.0838	0.8098	0.477	0.206	-0.3999	0.8364	0.9579	-0.2806	0.3167	-0.3157	-0.2039
ERRFI1|MIG-6	-3.5186	-1.0267	-0.4597	-0.9362	-1.4695	-0.9812	-1.1623	4.7152	-0.7327	0.413	0.6328	-0.7515	0.1165	-0.3246	1.8585	-0.7784	1.4131	-2.1101	-0.0232	-0.6943	-1.5127	-0.4888	-0.1969	-0.9796	0.004	-0.4529	0.3183	-0.5826	0.103	-1.2499	-0.4845	-0.4147	-0.8707	-0.4058	-0.3189	1.9084	1.755	0.0289	-0.3392	-1.766	-0.4723	-0.0337	0.2293	1.273	-0.4034	2.6917	1.3448	-0.6475	-1.3971	0.719	-0.2598	-1.5242	-1.3797	-1.4968	-0.7817	0.9733	-0.0019	-0.2123	0.0047	-0.3551	0.0771
MSH2|MSH2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.1928	-0.3833	1.8894	-0.6248	0.2332	1.2823	0.0787	0.5351	-0.8307	0.4777	0.0552	1.0136	0.5513	0.2869	-0.7671	NA	NA	NA	NA	NA	-1.0955	-0.1953	1.2794	-1.2502	0.9001	NA
MSH6|MSH6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0766	-1.2565	0.6088	-0.2812	0.3306	0.2822	0.0086	-0.7126	0.1847	0.0187	-1.4751	-0.4989	-0.4061	-0.0587	-0.8292	NA	NA	NA	NA	NA	-0.63	0.006	-0.3151	-0.0898	-0.0022	NA
MYH11|MYH11	0.4631	-0.3918	-0.5788	0.2721	0.971	0.1833	1.0518	0.4723	-0.1956	0.2688	-1.4495	-0.9265	-0.8994	0.0257	-0.9391	-0.0221	0.1494	-0.0258	-0.3576	0.6749	1.0202	-0.311	0.3312	-0.6184	1.2181	0.5959	-0.2754	2.0808	-0.6852	0.28	0.5098	-0.5122	-0.2861	-0.3458	1.5369	-0.0725	-0.0486	2.272	-0.8739	1.7211	0.3103	-0.4224	-0.096	-0.7469	1.5247	0.5054	0.6856	-0.5882	-0.0342	0.9847	4.2407	1.9239	-0.4756	0.46	0.8839	-1.7252	-0.931	-0.0426	0.139	-0.1265	-0.9616
MRE11A|Mre11	-1.0697	-0.4565	-1.3873	1.644	-0.3123	1.977	0.7055	1.0827	-0.0666	-0.2611	-0.4072	-1.3098	-1.3388	0.4381	-0.2326	0.503	0.141	-0.2881	0.011	0.5898	0.5304	-1.1919	0.4202	0.3864	1.018	1.3756	-0.0034	1.9793	-0.2493	-0.0684	1.6444	0.411	-0.2387	-1.0793	1.1008	2.2308	0.035	0.4712	-0.3725	-0.6318	-0.0653	-0.3559	-0.4045	-0.3359	-0.7176	1.1215	0.2811	0.3424	-0.1881	-0.7332	-0.7244	2.3952	0.0597	0.8498	1.4615	1.7803	-0.1312	-0.3932	-0.4965	-0.1997	-1.1708
MYH9|Myosin-IIa_pS1943	-1.0511	-0.6747	-0.4267	-0.9864	0.1329	-1.1509	0.2851	-0.1169	-1.9848	2.6882	2.3735	2.5362	2.7112	-0.1935	0.1448	-0.1331	-0.9212	0.2692	1.3233	-0.9669	0.8189	0.7779	-0.1871	-1.0875	-0.1606	0.0171	-0.1857	-1.1944	-1.3481	-0.8692	-1.4409	-1.1034	-0.1936	-0.1432	-0.4051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.1377	-0.6448	-0.5759	-1.86	-0.177	NA	NA	NA	NA	NA	0.9737
MYH9|Myosin-Iia_pS1943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9725	0.0577	1.4027	0.2939	0.153	0.7519	0.2925	0.3814	-0.4051	-3.1228	0.8169	-0.2409	0.4577	0.2449	0.2746	NA	NA	NA	NA	NA	0.2347	0.7219	0.7237	0.445	0.3074	NA
CDH2|N-Cadherin	1.6326	0.3731	-0.723	0.4694	0.4867	0.3343	-0.9406	-0.5281	0.4004	0.8768	2.6474	-0.1	-0.2286	-0.9635	2.6803	0.7262	-0.2437	0.5234	-1.0208	-0.4753	-0.3274	-1.5807	-0.8369	0.3608	-0.6341	-0.4431	1.814	-0.4975	0.1279	-0.1655	-0.8424	-0.6489	0.9984	-0.7542	1.0771	-0.746	-0.0881	-0.9519	-0.0485	-0.8354	-0.271	1.7826	0.4413	0.6264	-1.0096	-0.4861	-1.154	0.0317	-0.5907	-0.7197	-0.9417	-1.2278	-0.0578	-0.0271	0.1556	0.5687	1.0561	-0.1297	-0.3628	-0.2222	0.798
NRAS|N-Ras	-3.4313	-0.9468	-0.944	0.8271	-0.9427	1.6704	0.8265	0.1498	0.0909	-1.8291	-1.2291	-1.1681	-1.8845	0.7535	0.2368	0.8804	0.7881	-0.6743	-0.7018	0.5675	-0.4825	-1.3361	0.0496	0.8352	0.8044	0.9151	-0.0133	1.6352	-0.4073	0.043	1.0188	-0.1058	-0.093	-1.1683	0.782	1.7958	0.5278	1.2819	-0.1747	-0.467	0.4016	0.236	0.111	0.4377	-0.3272	1.3522	0.9171	0.0582	-0.2052	-0.1806	-0.2127	-0.8403	-0.8656	0.8051	1.3126	0.3841	-0.2145	0.6353	-0.2992	0.8015	-0.3433
NDRG1|NDRG1_pT346	0.9753	0.1249	-0.1652	-1.1574	0.6597	0.8444	-0.3978	1.0342	0.3195	0.6077	-0.5728	1.4468	-1.3868	0.4147	0.6515	0.1061	-0.9451	-0.4553	1.2946	-0.2408	1.8877	0.1682	-0.1915	-0.7694	0.2491	-0.127	-0.996	0.8029	0.2585	0.633	0.0266	0.3401	0.7625	-0.9378	1.5445	-0.9727	-0.5806	0.1811	-0.0342	-0.6866	0.4396	0.8604	0.0434	-0.5464	-0.2786	-0.1949	-0.6587	-0.1333	0.1649	-0.7615	-0.9486	-0.0086	-0.6752	-0.0807	-0.0594	-1.8755	1.414	0.1209	-0.4709	0.2673	-1.0037
NFKB1|NF-kB-p65_pS536	-1.3369	-1.4206	-0.1146	-1.7155	-0.5596	-1.2827	-0.8565	0.47	-0.0456	-2.1152	-0.3343	-1.0754	-0.0197	-1.2272	-3.1345	0.4002	-2.522	1.8967	1.4431	0.2414	2.4304	2.5948	-0.3791	-0.6696	0.1288	1.7709	-1.5114	0.1988	-0.762	0.3545	0.6628	-0.196	-0.3404	1.0989	0.4145	0.276	-0.5004	-0.0958	0.5068	0.4045	0.2016	0.6751	0.0401	-0.4698	0.2972	-0.3979	-0.298	0.1339	1.6013	0.2879	-1.6622	-2.4828	-1.9389	-2.2616	-1.5175	-0.4123	0.0141	0.1752	0.6203	0.318	1.7926
NF2|NF2	-0.6414	0.4134	-0.2554	-0.5818	0.996	-1.4702	1.7541	-1.3108	-4.0135	1.4721	0.9152	0.937	2.647	0.0301	-1.8023	2.3517	-0.9686	1.56	-0.3529	0.8442	0.5941	0.6895	-0.0177	0.0268	0.3641	-0.1141	1.7548	-0.6749	-1.1525	-0.3164	-0.5067	0.5019	-0.894	2.3821	0.9404	0.5841	-1.0545	-0.2405	1.1673	0.3479	0.0375	0.8722	0.613	0.7595	0.092	-0.5622	-1.1687	-0.108	-0.0472	0.05	0.4176	-0.1895	-0.8601	-0.9142	-0.1026	-0.8558	1.1767	0.4558	0.5192	-0.1426	0.6575
NOTCH1|Notch1	-0.4638	-0.3497	1.096	-0.7327	0.7999	-1.8864	1.2894	-0.822	-0.1706	1.2318	-0.209	0.1025	-0.909	-1.685	0.1825	0.651	-2.1885	-0.5416	-0.3684	-0.8331	0.8036	1.3546	0.6832	2.099	0.7232	0.8709	-0.2068	-0.377	-0.4706	-0.424	-0.9338	1.4449	0.5074	0.0727	0.9276	-0.0906	-0.2373	-0.2672	1.6366	0.8816	-0.1798	0.1724	0.37	0.6969	0.0517	-2.0589	-0.9031	-0.9357	0.5812	-0.2226	0.423	2.0162	-0.0904	-2.3624	-0.1234	-0.4704	-0.6547	0.2906	-0.4761	0.4273	-0.074
CDH3|P-Cadherin	-0.1998	0.1614	-0.5309	0.38	0.1237	1.8454	1.2621	0.2515	0.6456	-0.6779	-0.6901	-1.3946	-1.4	0.6232	-1.0477	0.7708	0.3294	-0.3524	-0.6231	0.9891	0.1511	-1.7868	0.3785	0.4712	1.6285	1.519	-0.0618	2.4555	-0.8833	0.3453	1.4126	-0.6044	-0.149	-0.1896	1.0152	-0.6971	-0.3859	0.2676	-0.4972	-1.0836	0.4569	1.3714	0.05	-0.6509	-0.9189	0.8761	-0.4492	-0.5798	-0.5117	0.306	-1.0163	1.6125	-0.3701	0.1156	1.8338	0.7227	1.3517	0.4869	-0.57	0.7837	-0.3947
SERPINE1|PAI-1	0.1083	-0.727	-0.6067	-0.1552	-0.2484	-0.032	-0.2222	0.8135	0.8373	-0.2854	2.6441	-0.0736	-0.5444	-0.064	-0.6258	-0.475	-0.4195	-0.8081	0.0047	-0.3181	-0.4623	-0.7518	-0.5327	0.7386	-0.1453	-0.2306	-0.5213	-0.1135	-0.6187	-0.4911	-0.2278	-0.3602	-0.446	0.8966	-0.5347	0.4953	-0.3762	0.2936	-0.5324	-0.6502	-0.2134	-0.7149	-0.3018	-0.8174	-0.3403	0.9237	-0.1362	-0.602	-0.3247	0.6135	0.2877	0.2765	-0.8385	-0.4014	-0.5523	2.1702	-0.4036	-0.2013	0.2685	-0.3208	-0.2673
PARP1|PARP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.9753	-1.0237	0.7932	0.6039	0.8132	0.5006	0.3668	-0.1847	0.4256	0.4863	0.4464	-0.1176	0.2859	-0.5434	-0.1535	NA	NA	NA	NA	NA	-1.0207	0.1713	0.573	-0.0149	0.5791	NA
PCNA|PCNA	-1.2272	-0.7878	0.5016	-0.4275	-1.2942	1.2332	-0.9531	-0.7695	0.964	-0.2896	2.7322	0.2868	-0.4769	-0.0137	-0.2691	0.3451	-0.039	-1.5836	0.2597	-0.0805	-0.6769	0.6188	0.4286	-0.436	0.9483	0.0135	-0.3857	1.9826	-0.925	-0.4274	0.6327	-0.6982	-0.6693	-1.0113	0.3677	-0.6684	-0.1513	1.2634	-0.4904	-0.5094	0.5129	-0.1768	0.1678	-0.5204	-0.6139	1.425	0.1293	-0.25	-0.4768	-1.1714	-1.6552	-0.5141	-1.0808	-0.6345	0.8039	0.3554	-0.5867	0.0308	-0.3495	0.363	3.6645
PDCD4|PDCD4	-0.0921	-0.3046	0.5399	0.3948	-1.2756	0.4565	0.2254	0.3424	1.002	0.7251	-2.2579	0.1488	2.9234	0.0898	-2.0918	0.0439	-1.9052	0.4764	0.8238	-0.51	0.3894	1.1622	-0.5135	1.9808	0.8144	-0.2732	-0.7278	1.0436	0.9392	1.3297	1.2961	-0.5412	1.9161	1.1976	-0.2938	-0.5734	-1.294	-0.0638	0.2545	0.0369	0.296	0.2302	-0.218	-1.7439	0.2798	-0.8884	-1.1077	0.8934	1.5936	0.5999	2.6661	2.2062	2.1579	0.6277	0.8988	-0.4576	0.5678	-0.2853	0.6114	-0.1148	-0.0933
PDK1|PDK1	-1.6806	0.3509	-0.8307	-0.3743	-0.277	-0.6318	-0.8676	-1.0826	-0.6481	-0.3778	-1.7604	0.2609	-1.4351	-0.2642	1.5242	-0.1049	2.0364	-1.0592	0.6402	-0.6289	-0.2589	-0.2502	0.3318	0.6347	-1.9187	-1.082	-0.3327	-0.7504	1.334	-1.5361	-1.4477	-0.4875	-0.5467	-0.9439	-8e-04	1.6978	1.48	-0.2887	-0.0557	0.3013	-0.7835	-0.2201	-0.0596	0.9544	0.0159	0.2524	0.4547	-0.538	-0.2924	1.1131	0.1012	-0.9131	-0.78	-0.007	-0.0362	0.3681	-0.4964	-0.8869	-0.4384	-0.3736	-0.8327
PDK1|PDK1_pS241	-0.9863	0.3856	-0.502	-0.5767	-0.0733	-0.5863	-0.8493	-1.2132	-0.498	-0.3881	-1.8274	0.1793	-1.1022	-0.0631	2.4735	-0.1671	1.9287	-0.8268	0.6088	-0.7118	-0.2658	-0.0506	0.137	0.5881	-1.9578	-1.0755	0.2109	-0.8771	1.6065	-1.2801	-0.9019	0.0155	-0.1275	-0.581	0.0978	0.9668	1.1405	-0.6489	0.1375	0.8653	-0.9662	-0.0282	-0.0262	0.7823	0.4725	0.998	0.5769	-0.8393	-0.0143	0.7825	0.3171	-0.6502	-0.9943	-0.0466	-0.1114	0.305	-0.4143	-0.4323	-0.1139	-0.187	-0.6534
